"Data Source","World Development Indicators",

"Last Updated Date","2025-10-07",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Latin America & Caribbean (excluding high income)","LAC","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","183899999.961257","612499992.88097","515280006.460845","591699999.794364","629570006.206632","793280003.920197","782560016.870499","639469997.525215","710259993.076324","597699999.74966","664340002.417564","602769998.788834","594789999.246597","640330002.794042","771599991.679192","863829999.923706","960230004.787445","902859997.034073","1167200001.83582","1456170016.64639","1720270006.65665","1885260013.81874","2107220004.08173","2293499998.80791","2430880013.82351","2843060011.62529","3087609989.6431","3699279993.77251","3727080020.90454","4080329996.58585","4452810025.21515","5137309977.53143","4653550071.71631","4489550001.62125","5094309919.3573","5557500020.02716","6548569965.40725","4720149964.58591","4815909983.41143","5361530012.14563","4409539980.66484","5270130034.93846","4664240052.70004","5481690049.61848","6341780018.71705","6049229977.13089","6695509885.31113","6299740058.89893","8572549968.71948","8293190063.47656","9155590143.20374","9577520007.13348","9625329945.56427","10065419925.6897","9530920116.42456","10036400063.5147","10945790217.3996","8286339973.68813","10081449994.0872","8365300065.99426","11721510034.5612","11416930030.8228","","","",
"Lao PDR","LAO","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","33369998.9318848","51680000.3051758","31239999.7711182","36500000","45790000.9155273","68199996.9482422","69230003.3569336","74059997.5585938","60000000","66800003.0517578","69239997.8637695","71860000.6103516","66650001.5258789","73809997.5585938","58939998.626709","35849998.4741211","28180000.3051758","31620000.8392334","69040000.9155273","52419998.1689453","45159999.8474121","41669998.1689453","40049999.2370605","31620000.8392334","33450000.7629395","35759998.3215332","40569999.6948242","54119998.9318848","70150001.5258789","107019996.643066","104779998.779297","109080001.831055","142979995.727539","155179992.675781","191240005.493164","246470001.220703","248474334.716797","243234329.223633","212282333.374023","250817993.164063","233608001.708984","204630004.882813","234359283.447266","253669281.005859","230977615.356445","241293014.526367","307238006.591797","344090118.408203","457389862.060547","373119995.117188","350019989.013672","371949096.679688","410703674.316406","423334564.208984","474416473.388672","471087554.931641","399464294.433594","480364410.400391","588737243.652344","622608154.296875","530884277.34375","576953491.210938","547333801.269531","514838562.011719","",
"Lebanon","LBN","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","13409999.8474121","12810000.4196167","9199999.80926514","8180000.30517578","2960000.03814697","7940000.05722046","8420000.07629395","8680000.30517578","19049999.2370605","9229999.54223633","19979999.5422363","6070000.17166138","15020000.4577637","11630000.1144409","139199996.948242","14300000.1907349","39150001.5258789","135839996.337891","232949996.948242","123480003.356934","297829986.572266","454980010.986328","187009994.506836","125900001.525879","77180000.3051758","82410003.6621094","62330001.8310547","101150001.525879","144169998.168945","117809997.558594","285679992.675781","125239997.86377","110169998.168945","140369995.117188","228029998.779297","191289993.286133","235256530.761719","261235870.361328","340829040.527344","194511505.126953","201193161.010742","198966659.545898","204016662.597656","534635192.871094","266673492.431641","230723495.483398","819039978.027344","978969970.703125","1068363281.25","580081848.144531","418160003.662109","475490264.892578","711583496.09375","621604187.011719","820953491.210938","965611328.125","1129342407.22656","1303035644.53125","1422302124.02344","1237653442.38281","1422794921.875","1405172973.63281","1427493896.48438","1747103271.48438","",
"Liberia","LBR","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","9920000.07629395","26870000.8392334","79080001.8310547","34090000.1525879","15739999.7711182","35310001.373291","37959999.0844727","25659999.8474121","16329999.9237061","16370000.8392334","12890000.3433228","12750000","12909999.8474121","10289999.961853","14539999.961853","20010000.2288818","26459999.0844727","32619998.9318848","46569999.6948242","80379997.253418","97050003.0517578","108190002.441406","108309997.558594","117250000","130509994.506836","90489997.8637695","96839996.3378906","78099998.4741211","64220001.2207031","60130001.0681152","113739997.86377","157630004.882813","119599998.474121","122330001.831055","63400001.5258789","123099998.474121","172669998.168945","75690002.4414063","71989997.8637695","93949996.9482422","67419998.1689453","38479999.5422363","54985332.4890137","106779335.021973","213394332.885742","222093994.140625","260904998.779297","1123023315.42969","1250405273.4375","510750885.009766","1371199951.17188","762253479.003906","566705688.476563","535932373.046875","749594787.597656","1094455200.19531","819183410.644531","631585205.078125","593953613.28125","582571655.273438","653389709.472656","608156433.105469","485491546.630859","562641967.773438","",
"Libya","LBY","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","42860000.6103516","36680000.3051758","32060001.373291","26139999.3896484","18600000.3814697","7889999.8664856","2000000","2009999.99046326","6880000.11444092","7280000.20980835","4300000.19073486","3369999.88555908","7090000.15258789","12310000.4196167","11329999.9237061","1549999.95231628","6969999.79019165","6320000.17166138","5170000.07629395","3430000.0667572","12130000.1144409","4690000.05722046","107620002.746582","5250000","4639999.8664856","5230000.01907349","10739999.7711182","6130000.11444092","5500000","9779999.73297119","8340000.15258789","7489999.77111816","3279999.97138977","2869999.88555908","3950000.04768372","5840000.15258789","3769999.98092651","3980000.01907349","5550000.19073486","4699999.80926514","","","","","","23836666.1071777","37509998.3215332","19409999.8474121","74199996.9482422","40040000.9155273","7610000.1335144","641096252.441406","87122604.3701172","128828781.12793","210283538.818359","157370803.833008","179489471.435547","431871337.890625","303460968.017578","294708984.375","296714996.337891","344516845.703125","264933715.820313","359675231.933594","",
"St. Lucia","LCA","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","90000.0035762787","7460000.03814697","8829999.92370605","7190000.05722046","4400000.09536743","3710000.03814697","2130000.11444092","8630000.11444092","11479999.5422363","8159999.84741211","6889999.8664856","5650000.09536743","6980000.01907349","11659999.8474121","10710000.038147","17959999.0844727","18670000.0762939","12310000.4196167","23120000.8392334","27120000.8392334","25629999.1607666","31500000","48220001.2207031","38580001.8310547","25459999.0844727","6213167.19055176","25743167.8771973","11093167.3049927","16333467.4835205","33286800.3845215","15556799.8886108","-21671367.6452637","10682299.6139526","18642299.6520996","19436899.1851807","16688661.5753174","38992603.302002","32080001.8310547","35289012.9089355","26803428.6499023","25364498.1384277","19369928.3599854","13756343.8415527","15228572.845459","15375439.6438599","8558011.05499268","32107833.8623047","98179611.2060547","99951652.5268555","33405929.5654297","35849578.8574219","",
"Latin America & Caribbean","LCN","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","264959999.211133","802119995.940477","789400012.366474","815989999.298006","696430004.01184","875130003.653467","940760018.039495","779209995.150566","837289994.407445","729000002.868474","744180000.498891","661159997.940063","674289999.842644","725270001.171157","831069991.350174","1017099996.38796","999050004.422665","956149996.608496","1204720002.05517","1492950017.21382","1815760006.54697","1981950016.20054","2196420003.77178","2398649996.28067","2534180015.53416","2997460012.9202","3304279988.40809","3940789992.69009","4057460018.6348","4514629998.44551","4943570031.88133","5679479971.25983","5229580079.31709","5131609999.44806","5586979917.52625","6049030018.98527","6997509975.00121","5077199960.00827","5156639980.00324","5643310010.3885","4671979977.86104","5573090035.75146","4885070049.64351","5888100053.25079","6594370013.07309","6397829979.53892","7014379884.45163","6674550062.17957","8968239969.25354","8622280060.17208","9626160144.80591","9934470008.67128","10028189943.0752","10294329924.4642","9962540119.8864","10133120064.9738","11188710220.0389","8494269969.34414","10321349997.5204","8661500052.45209","12180740043.6401","11848990024.5667","","","",
"Least developed countries: UN classification","LDC","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","836540005.208925","1051439999.24324","1439070005.56588","2022179988.28925","3182080026.33788","4232020019.7585","3631590019.88173","4469449985.80217","5844500011.24479","7307620016.30664","8527940088.98735","8067390020.37049","8505839892.37249","7929179930.86577","8141250062.46567","9099999915.12299","10981579922.0204","12777649963.3789","13415219947.3567","13484749961.853","16026389898.397","15829779920.0416","16405229995.6083","14873229864.9848","16036949898.2281","16400450067.5388","13293620028.5703","12460339995.0862","12085879884.1238","11897560007.5722","12004440017.2234","13623960023.88","17286090199.4705","23777659869.6709","25301860013.0081","25511960132.5989","28286939935.6842","34138690054.8935","38266739719.3909","39604650014.8773","43490309619.9036","44448710067.749","43007670089.7217","47812710323.3338","43848160087.5855","43251279693.6035","43409390375.1374","48837959821.7011","54195220167.1601","52987779647.8272","64458440105.4383","60834359786.9874","","","",
"Low income","LIC","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","257999996.103346","324280001.074076","443910003.870726","408049997.255206","536209994.04043","621120013.237","672080002.54631","589650007.247925","579139998.167753","549090001.558885","564930008.009076","689019996.305928","870050004.079938","1403269994.07448","2440239998.04258","3089709964.39457","2980950042.5756","3619199930.04203","4244110077.50034","6194619843.24455","6823119987.96463","6418350004.673","6165660003.66211","5655349918.84232","5550420000.79155","6608629909.05717","7484640001.17779","8615420018.43452","8729099972.4865","8544569960.59418","11018149891.3765","10920959927.5589","10873490011.4536","10147249857.9025","10692239925.3845","10855080089.5691","8354480022.43042","8107180000.30518","7589099933.62427","7442769981.38428","7285340011.59668","8709389968.87207","12312190124.5117","17470459819.7937","17508370113.3728","18965360233.3069","21101069986.3434","24894269996.6431","27971409889.2212","29356330078.125","30829849525.4517","33670829994.2017","32379279983.5205","34682150024.4141","35185730224.6094","35532170120.2393","40097240333.5571","44759849304.1992","49979780303.9551","47381699821.4722","54715689773.5596","52794799957.2754","","","",
"Liechtenstein","LIE","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","11090000.1525879","11229999.5422363","13079999.9237061","10789999.961853","8880000.11444092","14949999.8092651","29879999.1607666","46659999.8474121","52020000.4577637","49860000.6103516","49139999.3896484","55080001.8310547","55590000.1525879","55340000.1525879","76970001.2207031","141429992.675781","160309997.558594","175100006.103516","297929992.675781","309670013.427734","381170013.427734","365540008.544922","397420013.427734","440410003.662109","428440002.441406","439000000","507450012.207031","429160003.662109","570469970.703125","541460021.972656","615950012.207031","738250000","510547424.316406","544537414.550781","512467407.226563","471467437.744141","347667419.433594","253787063.598633","321518463.134766","181973464.96582","222429336.547852","265957672.119141","249879882.8125","525908325.195313","408351654.052734","1039756713.86719","685006652.832031","506524993.896484","634498352.050781","606478393.554688","459000000","612639343.261719","490851562.5","403168273.925781","491632171.630859","445012969.970703","373471252.441406","316173950.195313","-247283721.923828","192955871.582031","219439498.901367","155349655.151367","12256580.3527832","827259826.660156","",
"Lower middle income","LMC","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","2230139999.57778","2451880037.19039","2573560018.36061","2922689997.43648","3303790021.53315","3444659915.46214","3466029946.55445","3743619987.3779","3320369991.282","3321799980.88069","3659979942.48755","4087190035.35807","3981410058.34937","5375289983.54077","7573910066.49472","10038099891.9606","9552429849.80345","9537349940.59801","11467099853.7932","11291310002.0587","14493909982.4429","13510189971.447","12960419925.794","12023420044.1241","12121479940.4144","12506970021.2479","14906659843.7428","16110739963.0547","18207710056.8004","19201799962.9974","26298350296.5942","27453499927.9082","26781539792.6569","22057599924.4749","25774999910.8165","22616829853.5533","22602669907.6444","19197749986.3506","21066299888.4916","21005270013.8092","19552300108.9096","22034160190.5822","22114470104.2176","23552420017.2425","25681429879.1885","34283890010.8337","40057909799.5758","33701179777.1454","35930049858.0933","40708280107.4982","43031670543.6707","42493440116.8823","44768720358.8486","54008050247.1924","49778650379.1809","46597869850.1587","44430510120.3918","47008650150.2991","45538839714.0503","46519809886.9324","60189680133.8196","60971690116.8823","","","",
"Low & middle income","LMY","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","3728130126.95313","4669649902.34375","4803540039.0625","5157169921.875","5262770019.53125","5615250000","5734510253.90625","5883580078.125","5304700195.3125","5292410156.25","5946609863.28125","6798729980.46875","7147600097.65625","9727549804.6875","13412820312.5","16994890625","16115410156.25","16506929687.5","23120080078.125","25890929687.5","31745128906.25","30311199218.75","27699689453.125","25991099609.375","27111589843.75","28455599609.375","33680777343.75","38180851562.5","41301507812.5","42610429687.5","54788199829.1016","60184780517.5781","59750058837.8906","56190567871.0938","60253139648.4375","59854748535.1563","54453461914.0625","49171810791.0156","51996819335.9375","54815080078.125","51558738769.5313","52871791503.9063","62987989746.0938","72508501708.9844","81299781982.4219","106548234375","104887929687.5","106261070312.5","123872406250","123658937500","127610687500","138530968750","132778609375","150384625000","161010125000","146127375000","158025218750","164284218750","166779828125","162355562500","192703828125","201776687500","","","",
"Lesotho","LSO","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","1559999.94277954","4139999.8664856","5929999.82833862","5639999.8664856","5659999.84741211","9489999.77111816","12539999.961853","13779999.7329712","13180000.3051758","13069999.6948242","9729999.54223633","16569999.6948242","13840000.1525879","13930000.3051758","20620000.8392334","28479999.5422363","28520000.4577637","36669998.1689453","49409999.8474121","64709999.0844727","93160003.6621094","103250000","92349998.4741211","106180000.305176","98459999.0844727","92180000.3051758","85379997.253418","104849998.474121","108900001.525879","134509994.506836","139130004.882813","123309997.558594","143160003.662109","143059997.558594","115620002.746582","112650001.525879","103209999.084473","91494827.2705078","61846225.7385254","31671226.5014648","37166400.9094238","55549732.208252","77002716.0644531","79129646.3012695","95307983.3984375","68440002.4414063","71186668.3959961","130898437.5","144707809.448242","122273742.675781","218279998.779297","256770111.083984","276257324.21875","320674407.958984","107174263.000488","86489837.6464844","112066635.131836","145663604.736328","153757339.477539","141216827.392578","172013900.756836","180333953.857422","153728332.519531","172315887.451172","",
"Late-demographic dividend","LTE","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","1259639992.05641","1282559996.51179","1403440010.10433","1363499981.86529","1991620005.93543","1969769988.46233","1785529992.4463","2572950022.80176","2822719962.52984","3046390002.98083","4015789984.43298","4650939958.18496","4063769998.99745","3771630001.36614","3884469947.2785","4500819984.37643","4614880036.95012","5396290083.05073","5849999941.34903","6238660048.00797","9895519989.72893","11803880074.6352","12471290000.9155","12364239825.4871","13452010123.4913","16233419825.7923","11945289938.4946","10239610034.3466","12443299929.9467","14637750046.6108","13350510052.0849","12379270186.5137","13246289935.2312","13508549889.0579","15635320041.1797","10314519943.7142","11535379981.041","12063149797.4396","13237310021.4005","13566290091.5146","11753110192.7757","13484350044.2505","14763570176.1246","13465340082.1686","14801220124.2447","12562679975.3904","12084700069.4275","12768990048.4085","9824989892.00594","8129200014.3528","13236670042.5148","12130620089.2217","","","",
"Lithuania","LTU","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3960000.03814697","93849998.4741211","62200000.7629395","71430000.3051758","179130004.882813","90720001.2207031","103580001.831055","130130004.882813","132399993.896484","97819999.6948242","130229995.727539","132210006.713867","370880004.882813","249380004.882813","","","","","","","","","","","","","","","","","","","","",
"Luxembourg","LUX","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3420000.07629395","80309997.5585938","33310001.373291","52759998.3215332","63349998.4741211","72190002.4414063","81199996.9482422","97889999.3896484","98930000.3051758","90589996.3378906","105180000.305176","75199996.9482422","113370002.746582","161809997.558594","","","","","","","","","","","","","","","","","","","","",
"Macao SAR, China","MAC","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","1779999.97138977","1200000.04768372","","1019999.98092651","","","340000.003576279","140000.000596046","170000.001788139","70000.0002980232","209999.993443489","239999.994635582","90000.0035762787","119999.997317791","29999.9993294477","19999.9995529652","","","","19999.9995529652","4429999.82833862","9999.99977648258","720000.028610229","560000.002384186","449999.988079071","419999.986886978","360000.014305115","140000.000596046","349999.994039536","330000.013113022","230000.004172325","119999.997317791","129999.995231628","180000.007152557","289999.99165535","-4010000.22888184","319999.992847443","360000.014305115","500000","319999.992847443","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","59799999.2370605","111330001.831055","79790000.9155273","94510002.1362305","101379997.253418","106610000.610352","98209999.0844727","62209999.0844727","92690002.4414063","77629997.253418","85559997.5585938","132520004.272461","101449996.948242","94160003.6621094","114750000","270109985.351563","251509994.506836","605690002.441406","428859985.351563","537380004.882813","1160839965.82031","1044099975.58594","850539978.027344","446779998.779297","339769989.013672","865859985.351563","427779998.779297","425790008.544922","483260009.765625","499119995.117188","1241089965.82031","1532670043.94531","953599975.585938","780000000","683520019.53125","500559997.558594","649590026.855469","471563720.703125","531208374.023438","681938415.527344","447382141.113281","493850067.138672","364385681.152344","584385681.152344","780595642.089844","732636657.714844","1101534423.82813","1219231933.59375","1453362548.82813","1045957763.67188","971059997.558594","1440238159.17969","1471133911.13281","2008623046.875","2240145263.67188","1518276123.04688","2062304931.64063","2427642333.98438","818291809.082031","752764953.613281","1829469360.35156","995351806.640625","1416493408.20313","771669433.59375","",
"Monaco","MCO","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65290000.9155273","39779998.7792969","107260002.13623","122650001.525879","119243164.0625","142980331.420898","119061996.459961","119898834.228516","169710968.017578","224824096.679688","270298889.160156","298165679.931641","245775009.155273","407269989.013672","461690155.029297","475486236.572266","348692199.707031","517796142.578125","312582702.636719","262047210.693359","243205596.923828","259717498.779297","342089813.232422","525234008.789063","597209777.832031","885744079.589844","1051385864.25781","",
"Madagascar","MDG","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","2650000.09536743","1490000.00953674","4989999.77111816","8289999.96185303","47590000.1525879","50819999.6948242","47700000.7629395","43639999.3896484","48619998.9318848","45569999.6948242","47950000.7629395","46880001.0681152","54700000.7629395","52500000","62750000","82209999.0844727","61349998.4741211","60580001.8310547","90470001.2207031","137089996.337891","229550003.051758","232979995.727539","240119995.117188","181179992.675781","150210006.713867","184639999.389648","309820007.324219","330589996.337891","295980010.986328","347230010.986328","396959991.455078","455109985.351563","361549987.792969","361220001.220703","288140014.648438","299410003.662109","354690002.441406","837668334.960938","484671661.376953","362388336.181641","324480010.986328","374526672.363281","373938323.974609","545359680.175781","1252516357.42188","916151672.363281","784410339.355469","896834594.726563","847196289.0625","434508209.228516","384279998.779297","447277557.373047","368490081.787109","499280151.367188","588121276.855469","677508850.097656","621582397.460938","779036132.8125","755010498.046875","733117553.710938","1299780273.4375","1069393676.75781","1004462097.16797","1253593261.71875","",
"Maldives","MDV","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","29999.9993294477","259999.990463257","479999.989271164","300000.011920929","280000.001192093","119999.997317791","1990000.00953674","370000.004768372","289999.99165535","170000.001788139","239999.994635582","850000.023841858","639999.985694885","579999.983310699","610000.014305115","3250000","3009999.99046326","3650000.09536743","8100000.38146973","6280000.20980835","20909999.8474121","12670000.0762939","5260000.22888184","9930000.30517578","5170000.07629395","8510000.22888184","15220000.2670288","15289999.961853","25350000.3814697","27079999.9237061","15649999.6185303","27020000.4577637","30950000.7629395","26540000.9155273","27489999.7711182","52493331.9091797","26493333.8165283","23483560.5621338","24830226.8981934","30420227.0507813","18144069.6716309","22304069.519043","21534069.0612793","17004020.690918","26622352.6000977","72392349.2431641","34092353.8208008","33787288.6657715","52929866.7907715","29086437.2253418","66910003.6621094","49827495.5749512","56732288.3605957","21702138.9007568","22543342.590332","23987913.1317139","22713554.3823242","46478187.5610352","131431213.378906","71582244.8730469","312050476.074219","113484550.476074","120292236.328125","200507659.912109","",
"Middle East, North Africa, Afghanistan & Pakistan","MEA","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","1011819993.44379","1187530006.28948","1082760004.90785","990869999.390095","903939999.163151","765419997.379184","721619991.729036","529929996.011779","502480004.671961","539469997.951761","987740005.169064","982580016.590655","1102860006.10888","2358879971.73145","3744500036.41844","5850059918.49303","6064029945.31393","7202869883.5969","7337009946.89763","8409989954.99313","9093279933.51221","8721089925.19975","7242010019.77921","6521499943.01796","6222880018.59188","7128060012.69817","6733679945.4689","6493980116.00971","5162470106.00567","5223829966.78352","13342470145.4639","13148729828.8345","9317259943.72368","7239709974.05052","8482250066.28037","6049049882.65038","8352679906.60668","6907199941.03908","7314299970.86525","6309470007.89643","5660689940.92941","5173360026.35956","5612479944.22913","8870149878.50189","11311219825.2678","28264389896.3928","17181700250.6256","18003889759.0637","24222650215.1489","13675179916.3818","12273710113.0486","15597039665.2222","13656770118.7134","25861659805.2979","32511739837.6465","19311190261.8408","26468600036.6211","28100299438.4766","32133060180.6641","27687310005.188","28146759796.1426","34886630493.1641","","","",
"Mexico","MEX","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","7760000.22888184","84699996.9482422","37130001.0681152","3059999.94277954","-22729999.5422363","48950000.7629395","36220001.2207031","36020000.4577637","27120000.8392334","21670000.0762939","29930000.3051758","16819999.6948242","21200000.7629395","13210000.038147","22059999.4659424","21620000.8392334","20469999.3133545","18510000.2288818","17360000.6103516","67190002.4414063","67389999.3896484","111370002.746582","150080001.831055","149759994.506836","93500000","150940002.441406","269399993.896484","176500000","178220001.220703","114519996.643066","178339996.337891","290220001.220703","339190002.441406","446410003.662109","450220001.220703","410562011.71875","305432006.835938","113797996.520996","30035999.2980957","45945941.9250488","-40460056.3049316","98935539.2456055","135553359.985352","115640556.335449","135934234.619141","200000900.268555","245900299.072266","112459197.998047","148297958.374023","186676971.435547","435970001.220703","967016723.632813","407930389.404297","562386230.46875","814892395.019531","321074615.478516","809336181.640625","754608337.402344","549208068.847656","526257812.5","794995605.46875","564826477.050781","496684570.3125","451662292.480469","",
"Marshall Islands","MHL","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","280000.001192093","5570000.17166138","30159999.8474121","46330001.8310547","33389999.3896484","69940002.4414063","52926666.2597656","42476665.4968262","59076667.7856445","47459999.0844727","67709999.0844727","55733333.5876465","52128799.4384766","49918800.3540039","56287132.2631836","55326667.7856445","53316665.6494141","53209999.0844727","61165000.9155273","24610000.6103516","84519996.6430664","83846824.6459961","93741218.5668945","55696426.3916016","57064647.6745605","12564118.3853149","72513481.1401367","54400421.1425781","65981147.7661133","183085052.490234","107031799.316406","140286956.787109","126128410.339355","",
"Middle income","MIC","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","2932370117.1875","3723449951.17188","3632900146.48438","3945969970.70313","4169270019.53125","4471640136.71875","4642060058.59375","4711910156.25","4287770019.53125","4232479980.46875","4552060058.59375","4989529785.15625","4991240234.375","6485700195.3125","8816160156.25","11648179687.5","11374799804.6875","11197620117.1875","13596209960.9375","15240809570.3125","19054369140.625","18369429687.5","17329029296.875","16219759765.625","16439830078.125","16908910156.25","19862628906.25","22146320312.5","24231259765.625","25628560546.875","35384311889.6484","38720911376.9531","38803089843.75","36362708251.9531","38428799804.6875","36794349853.5156","34242050537.1094","29095970825.1953","32200600097.6563","35159051025.3906","31569339111.3281","32982090087.8906","35781209960.9375","37642128295.8984","43273691406.25","67304273437.5","60843601562.5","54794550781.25","60359750000","58621218750","58681820312.5","62662898437.5","62187332031.25","70822640625","68632140625","63802621093.75","65372410156.25","66480953125","63538261718.75","62047929687.5","82064656250","82103859375","","","",
"North Macedonia","MKD","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3319999.9332428","104260002.13623","78800003.0517578","105389999.389648","98279998.7792969","104910003.662109","276945007.324219","250854995.727539","247637161.254883","273857818.603516","266106292.724609","264004119.873047","227398468.017578","200850006.103516","201833389.282227","202802963.256836","194219650.268555","194020004.272461","192289703.369141","147710952.758789","196726593.017578","211918838.500977","214319488.525391","168354415.893555","149945587.158203","170320495.605469","140524383.544922","283989776.611328","339202636.71875","225123275.756836","414461212.158203","",
"Mali","MLI","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","79999.9982118607","2440000.05722046","9560000.4196167","7110000.1335144","17239999.7711182","21610000.6103516","24950000.7629395","17200000.7629395","27889999.3896484","23219999.3133545","22090000.1525879","29840000.1525879","37810001.373291","70610000.6103516","115889999.389648","143970001.220703","87040000.9155273","110199996.948242","157080001.831055","187529998.779297","266420013.427734","228009994.506836","208839996.337891","218369995.117188","319570007.324219","378649993.896484","378690002.441406","360149993.896484","435380004.882813","447179992.675781","479170013.427734","449679992.675781","429690002.441406","369959991.455078","440149993.896484","540409973.144531","490170013.427734","429334045.410156","346820037.841797","354390014.648438","288035980.224609","351743347.167969","420479827.880859","556226013.183594","585304138.183594","724588317.871094","869202819.824219","1021013916.01563","967752807.617188","984660766.601563","935510009.765625","1267623901.36719","995577636.71875","1397521362.30469","1235838134.76563","1201644409.17969","1205116943.35938","1360057983.39844","1556926757.8125","1816762207.03125","1567402465.82031","1439193237.30469","1201138916.01563","1292478637.69531","",
"Malta","MLT","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","12329999.9237061","9770000.45776367","8840000.15258789","17239999.7711182","19600000.3814697","16540000.9155273","17440000.5340576","16120000.8392334","16850000.3814697","15050000.1907349","19559999.4659424","16040000.9155273","15039999.961853","27489999.7711182","21530000.6866455","33650001.5258789","30319999.6948242","31170000.0762939","39529998.7792969","51799999.2370605","15930000.3051758","49369998.9318848","25079999.9237061","44029998.7792969","11409999.8474121","18329999.9237061","6829999.92370605","-1429999.94754791","-2829999.92370605","-5210000.03814697","5309999.94277954","21799999.2370605","4630000.11444092","30870000.8392334","42490001.6784668","9210000.03814697","72169998.1689453","22389999.3896484","21870000.8392334","25100000.3814697","21239999.7711182","1700000.04768372","11039999.961853","","","","","","","","","","","","","","","","","","","","","","",
"Myanmar","MMR","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","35659999.8474121","21379999.1607666","28559999.4659424","42000000","21360000.6103516","17110000.6103516","16780000.6866455","12819999.6948242","15510000.2288818","28629999.1607666","23030000.6866455","40840000.1525879","44340000.1525879","70489997.8637695","66699996.9482422","54659999.8474121","65089996.3378906","91830001.8310547","216029998.779297","342149993.896484","294529998.779297","260489990.234375","281250000","281790008.544922","242690002.441406","311489990.234375","372619995.117188","314320007.324219","399690002.441406","149320007.324219","154559997.558594","174570007.324219","114319999.694824","103529998.779297","177149993.896484","160449996.948242","49419998.1689453","61040000.9155273","72430000.3051758","81050003.0517578","105639999.389648","125669998.168945","119029998.779297","125019996.643066","123449996.948242","144830001.831055","145710006.713867","195889999.389648","534593322.753906","355963317.871094","354700012.207031","379951354.980469","504525543.212891","3936118896.48438","1384460571.28906","1168501831.05469","1536660156.25","1542340576.17188","1711839843.75","2044929931.64063","2871274169.92188","1507776611.32813","1000781677.24609","1140740966.79688","",
